playerId,player,position,team,conference,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR
4869121,Caleb Wheatland,LB,Maryland,Big Ten,,,,,,,0,,,,0,,,2,,4,1,4,24,,0,7.0,42,,,,,,,
4869129,Ethan Johnson,DB,App State,Sun Belt,,,,,,,,,,,,,,2,,1,,0,14,,0,0,22,,,,,,,
4869132,Reginald Virgil,WR,Miami (OH),Mid-American,,,,,,,,,,75,,,,0,,0,41,0,2,,09,0,3,,,816,,,,19.9
4869240,Aaron Alexander,LB,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,3,,,,,,,
4869252,Jaron Glover,WR,Michigan State,Big Ten,,,2,,,,1,,,3414,0,,,,,,015,,,,20,,,,,19220,,10.0,,12.8
4869253,Rhyland Kelly,DB,Minnesota,Big Ten,,,,,,,,,,,,,,0,,0,,0,3,,0,1,3,,,,,,,
4869254,Tariq Watson,CB,UAB,American Athletic,,11.3,,,,,1,,,18,0,6,,2,,0,0,0,3,,00,0,4,,,68,,,,
4869294,Jake Appleget,TE,Northern Illinois,Mid-American,,,,,,,,,,11,,,,,,,2,,,,0,,,,,16,,,,8.0
4869310,Ken Willis,S,Cincinnati,Big 12,,,,,,,,,,,,,,0,,0,,0,7,,0,0,7,,,,,,,
4869314,Jaleel Johnson,DE,Oklahoma State,Big 12,,,,,,,,,,,,,,0,,4,,2.0,11,,0,2.5,21,,,,,,,
4869316,Oakie Salave'a,TE,Hawai'i,Mountain West,,,,,,,,,,8,,,,,,,1,,,,0,,,,,8,,,,8.0
4869322,J.T. Seagreaves,TE,Wisconsin,Big Ten,,,,,,,,,,21,,,,,,,4,,,,0,,,,,44,,,,11.0
4869340,Brock Spalding,WR,East Carolina,American Athletic,,7.3,1,,,,2,,,33250,0,7,,0,,0,05,0,1,,0000,0,1,,,51710,,0.0,,14.2
4869341,Cade Yacamelli,RB,Wisconsin,Big Ten,,21.0,33,,,,1,,,321745,1,4,,,,,04,,,,002,,,,,8435274,,8.3,,8.8
4869390,Wyatt Sullivan,TE,Florida Atlantic,American Athletic,,,,,,,,,,38,,,,,,,13,,,,2,,,,,155,,,,11.9
4869399,Danny Royster,LB,Ball State,Mid-American,,,,,,,,,,,,,,0,,0,,0,1,,0,1,2,,,,,,,
4869442,Brayden Loftin,TE,Kansas State,Big 12,,,,,,,,,,23,,,,,,,11,,,,2,,,,,125,,,,11.4
4869443,Tyler King,WR,Wyoming,Mountain West,,28.1-0.3,13,,,,2,,,10003654,1,154,,0,,0,017,0,0,,11002,0,0,,,422-1236100,,7.7,,13.9
4869461,Trey Smack,PK,Florida,SEC,,,,,17,14,,,,55,,,0.824,,83,,,,,,,,,41,41,,,,,
4869497,Tommy Mcintosh,WR,Central Michigan,Mid-American,,,,,,,,,,10,,,,,,,2,,,,0,,,,,15,,,,7.5
4869519,Gabe Burkle,TE,Iowa State,Big 12,,,,,,,1,,,32,1,,,,,,022,,,,0,,,,,242,,,,11.0
4869520,Octavian Smith Jr.,WR,Maryland,Big Ten,,15.8,1,,,,,,,24272,,6,,0,,0,30,0,2,,0020,0,3,,,953152,,2.0,,10.5
4869523,Nick Emmanwori,DB,South Carolina,SEC,,26.8,,,,,,4,,,,,,2,,0,,0,54,,22,3,83,,,107,,,,
4869526,Dillon Moore,LB,Western Michigan,Mid-American,,,,,,,,,,,,,,1,,0,,0,2,,0,1.5,12,,,,,,,
4869533,Jude Bowry,OL,Boston College,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4869534,Amari Niblack,TE,Texas,SEC,,,,,,,,,,20,,,,0,,0,5,0,0,,00,0.5,1,,,33,,,,6.6
4869537,Malachi McLean,DB,UConn,FBS Independents,,49.0,,,,,,,,49,,1,,4,,0,,0,19,,00,0.5,42,,,49,,,,
4869538,Dane Pardridge,WR,Northern Illinois,Mid-American,,15.07.3,1,,,,1,,,15253915,0,112,,,,,017,,,,0020,,,,,158717915,,15.0,,10.5
4869550,AG McGhee,S,Marshall,Sun Belt,,,,,,,,,,,,,,0,,0,,0,28,,0,0.5,54,,,,,,,
4869552,Robert Briggs,RB,Utah State,Mountain West,,,9,,,,,,,1855,,,,,,,3,,,,00,,,,,3888,,9.8,,12.7
4869553,Bishop Davenport,QB,South Alabama,Sun Belt,55,,26,33,,,1,0,,14,0,,0.600,,,,0,,,,10,,,,,33376,6.1,2.9,,
4869579,Chris Johnson,CB,San Diego State,Mountain West,,42.026.0,,,,,,1,,466,,3,,3,,1,1,0,44,,0000,0,59,,,42786,,,,6.0
4869581,Braylen Walker,WR,Rice,American Athletic,,,,,,,,,,50,,,,0,,0,22,0,1,,01,0,1,,,264,,,,12.0
4869582,Cam Barfield,RB,Hawai'i,Mountain West,,0.0,33,,,,,,,01821,,1,,,,,7,,,,000,,,,,055158,,4.8,,7.9
4869585,Trevion Williams,DL,Mississippi State,SEC,,,,,,,,,,,,,,1,,0,,0.5,5,,0,2.0,33,,,,,,,
4869590,Tyler Dostin,TE,UT Martin,Big South-OVC,,,,,,,,,,55,,,,,,,21,,,,4,,,,,348,,,,16.6
4869593,Perry Fisher,CB,Maryland,Big Ten,,,,,,,,,,,,,,2,,0,,0,24,,0,1,27,,,,,,,
4869598,Reginald Hughes,LB,Jacksonville State,Conference USA,,,,,,,,,,,,,,0,,6,,3.5,32,,0,9.5,83,,,,,,,
4869599,Chrishon Mccray,WR,Kent State,Mid-American,1,,3,0,,,,0,,6819,,,0.000,0,,0,40,0,1,,0090,0,1,,,070520,0.0,6.7,,17.6
4869601,Chance Morrow,WR,Buffalo,Mid-American,,,,,,,,,,30,,,,,,,4,,,,0,,,,,59,,,,14.8
4869602,Toby Payne,TE,Marshall,Sun Belt,,,,,,,,,,32,,,,,,,17,,,,6,,,,,168,,,,9.9
4869603,Cam Pickett,WR,Ball State,Mid-American,1,26.0,17,0,,,1,1,,416534,0,5,0.000,0,,0,049,0,1,,00022,0,1,,,1300528170,0.0,10.0,,10.8
4869604,Enyce Sledge,DL,Illinois,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4869605,Gage Stenger,LB,Nebraska,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,3,,,,,,,
4869607,Taran Tyo,OL,Ball State,Mid-American,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4869608,Maximus Webster,TE,Ball State,Mid-American,,,,,,,,,,9,,,,,,,1,,,,0,,,,,9,,,,9.0
4869609,Josiah Wyatt,DL,App State,Sun Belt,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
4869645,Caleb Douglas,WR,Texas Tech,Big 12,,-3.0,,,,,,,,057,,1,,0,,0,55,0,1,,006,0,1,,,-3765,,,,13.9
4869649,Ben Roberts,DL,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,1,6,,0,2,8,,,,,,,
4869654,Justin Eklund,LB,Bowling Green,Mid-American,,,,,,,,,,,,,,0,,0,,0,6,,0,0,15,,,,,,,
4869655,Jameel Gardner Jr.,WR,Jackson State,SWAC,,12.5,1,,,,,,,14274,,2,,,,,10,,,,010,,,,,251224,,4.0,,12.2
4869656,Makhi Green,RB,Monmouth,CAA,,22.87.4,55,,,,4,,,100182646,1,1814,,,,,09,,,,0000,,,,,41110395278,,5.1,,10.6
4869657,J.D. Lampley,DL,East Carolina,American Athletic,,,,,,,,,,,,,,0,,6,,1,9,,0,4.0,21,,,,,,,
4869658,C.J. Mims,DL,East Carolina,American Athletic,,,,,,,,,,,,,,0,,0,,1,4,,0,3.5,21,,,,,,,
4869659,Corey Warren,DT,Samford,Southern,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4869695,Evan Wibberley,OL,Western Kentucky,Conference USA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4869698,Koen Entringer,DB,Iowa,Big Ten,,0.0,,,,,,1,,,,,,1,,0,,0,10,,00,0,18,,,0,,,,
4869699,Jackson Paradis,RB,Massachusetts,FBS Independents,,,21,,,,,,,13,,,,,,,,,,,1,,,,,70,,3.3,,
4869700,Antonio Robinson,WR,Missouri State,MVFC,,18.0,,,,,,,,18,,1,,,,,,,,,0,,,,,18,,,,
4869728,Jeremiah Hasley,TE,Duke,ACC,,,,,,,,,,7,,,,,,,3,,,,1,,,,,11,,,,3.7
4869730,Nik McMillan,WR,Buffalo,Mid-American,,,,,,,,,,31,,,,,,,5,,,,1,,,,,76,,,,15.2
4869731,Zach Neilsen,DE,Tulsa,American Athletic,,,,,,,,,,,,,,0,,0,,1,7,,0,1,11,,,,,,,
4869732,James Schott,DL,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
4869734,Chris Smalley,DE,Nevada,Mountain West,,12.0,,,,,,,,12,,1,,0,,0,,0,5,,00,0,5,,,12,,,,
4869745,Kyirin Heath,TE,Southern Miss,Sun Belt,,,,,,,,,,34,,,,,,,15,,,,2,,,,,210,,,,14.0
4869748,Zavion Thomas,WR,LSU,SEC,,23.93.8,8,,,,1,,,51152126,0,2013,,0,,0,020,0,0,,00020,0,1,,,4784918874,,9.3,,9.4
4869802,Davis Dalton,WR,Southern Miss,Sun Belt,,,,,,,1,,,29,1,,,,,,015,,,,2,,,,,172,,,,11.5
4869804,Jacobie Henderson,DB,Marshall,Sun Belt,,2.50.0,,,,,,2,,0,,1,,10,,0,,0,28,,000,1.5,50,,,50,,,,
4869816,Vinny Anthony,WR,Wisconsin,Big Ten,,27.33.7,1,,,,3,,,749634,1,157,,0,,0,139,0,2,,00040,0,3,,,410266724,,4.0,,17.2
4869817,Cole Pennington,QB,Marshall,Sun Belt,7,,2,5,,,,0,,6,,,0.714,,,,,,,,10,,,,,5710,8.1,5.0,,
4869820,Terry Moore,S,Duke,ACC,,8.0,,,,,,3,,,,,,5,,0,,1,45,,00,7,70,,,24,,,,
4869821,D.C. Temple,TE,Central Michigan,Mid-American,,,,,,,,,,28,,,,,,,5,,,,0,,,,,66,,,,13.2
4869960,KZ Adams,RB,South Carolina State,MEAC,,4.0,87,,,,,,,41137,,1,,,,,9,,,,015,,,,,467417,,4.8,,7.4
4869961,Chris Bell,WR,Louisville,ACC,,9.0,2,,,,1,,,166847,1,3,,0,,0,037,0,1,,0040,0,2,,,2767743,,21.5,,18.3
4869962,Ashton Hollins,WR,Illinois,Big Ten,,,,,,,,,,29,,,,,,,2,,,,0,,,,,40,,,,20.0
4869963,Charlie Kreinbucher,TE,Bucknell,Patriot,,,,,0,0,,,,020,,,0,,0,,21,,,,1,,,1,0,162,,,,7.7
4869965,Kobe Prentice,WR,Alabama,SEC,,,,,,,,,,20,,,,,,,11,,,,1,,,,,129,,,,11.7
4869966,Malachi Preciado,OL,South Alabama,Sun Belt,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
4869967,James Reed III,S,Arkansas State,Sun Belt,,,,,,,,,,,,,,2,,0,,0,1,,0,0.5,7,,,,,,,
4869971,D-Icey Hopkins,S,Georgia State,Sun Belt,,,,,,,,,,,,,,3,,0,,0,15,,0,0,23,,,,,,,
4869991,Caden Veltkamp,QB,Western Kentucky,Conference USA,350,,109,233,,,9,10,,25,5,,0.666,0,,0,0,0,1,,0237,0,1,,,2806162,8.0,1.5,,
4870071,Miguel Mitchell,DB,Arkansas,SEC,,,,,,,,,,,,,,0,,0,,0,7,,0,0.5,12,,,,,,,
4870077,Curtis Deville Jr.,WR,McNeese,Southland,,,,,,,,,,22,,,,,,,5,,,,0,,,,,75,,,,15.0
4870141,Devin Grant,DB,Syracuse,ACC,,0.024.0,,,,,0,1,,24,0,1,,3,,2,1,2,38,,000,8,51,,,024,,,,
4870146,DJ Burks,DB,App State,Sun Belt,,,,,,,,,,,,,,0,,0,,0,27,,0,3.0,52,,,,,,,
4870232,Tyson Flowers,S,Rice,American Athletic,,20.0,,,,,,2,,,,,,2,,1,,0,22,,11,3,33,,,40,,,,
4870240,Omari Philyaw,DB,Tennessee Tech,Big South-OVC,,9.0,,,,,0,3,,,0,,,1,,0,1,0,5,,00,0,10,,,27,,,,
4870241,Ahmad Robinson,DB,Prairie View A&M,SWAC,,-2.013.0,,,,,,1,,13,,1,,0,,0,,0,1,,000,0,3,,,-213,,,,
4870242,Evan Smith,DB,Northwestern,Big Ten,,0.0,,,,,,1,,,,,,3,,0,,0,23,,00,2,28,,,0,,,,
4870278,Kaleb Artis,DT,Penn State,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,1,4,,,,,,,
4870279,Corey Gordon,DB,Baylor,Big 12,,12.3,,,,,,3,,,,,,2,,0,,0,25,,00,1.5,33,,,37,,,,
4870400,Trey Fite,LB,Louisiana,Sun Belt,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0,4,,,,,,,
4870402,Donovan Spellman,LB,Charlotte,American Athletic,,,,,,,,,,,,,,0,,0,,1,2,,0,1.5,3,,,,,,,
4870513,Maddux Madsen,QB,Boise State,Mountain West,361,,50,224,,,1,3,,49,0,,0.620,,,,0,,,,225,,,,,2714224,7.5,4.5,,
4870518,Zeon Chriss,QB,Houston,Big 12,130,,113,83,,,8,8,,2171,3,,0.638,1,,0,02,0,1,,0404,0,1,,,82429381,6.3,3.4,,14.5
4870519,Alex McPherson,PK,Auburn,SEC,,,,,2,1,,,,27,,,0.500,,6,,,,,,,,,3,3,,,,,
4870578,Ethan Moczulski,PK,Illinois,Big Ten,,,,,2,1,,,,59,,,0.500,,3,,,,,,,,,0,0,,,,,
4870585,Kahlil Ali,S,Boston College,ACC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870588,Joenel Aguero,DB,Georgia,SEC,,,,,,,,,,,,,,0,,1,,0,16,,0,1.5,25,,,,,,,
4870589,Jaiden Ausberry,LB,Notre Dame,FBS Independents,,,,,,,0,,,,0,,,1,,2,1,0.5,27,,0,3.5,48,,,,,,,
4870590,Raul Aguirre Jr.,LB,Miami,ACC,,,,,,,0,,,,0,,,0,,0,1,1,12,,1,1.5,24,,,,,,,
4870592,Jordyn Bailey,WR,TCU,Big 12,,18.5,2,,,,1,,,261859,0,11,,,,,09,,,,021,,,,,2035265,,32.5,,5.8
4870593,Tausili Akana,DE,Texas,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870597,Johnsley Barbas,DB,Houston,Big 12,,,,,,,,,,,,,,0,,0,,0,4,,0,0,5,,,,,,,
4870598,C.J. Allen,LB,Georgia,SEC,,8.0,,,,,,1,,,,,,4,,5,,0,46,,00,3,72,,,8,,,,
4870601,Jaylen Bonelli,WR,Wagner,NEC,1,,1,0,,,,0,,686,,,0.000,,,,50,,,,040,,,,,07326,0.0,6.0,,14.6
4870605,Jace Arnold,DB,Wisconsin,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4870607,Jackson Arnold,QB,Oklahoma,SEC,246,,150,154,,,9,3,1,391847,5,1,0.626,,,,02,,,0,1213,,,,,14213916444,5.8,3.0,39.0,8.0
4870608,Benjamin Brahmer,TE,Iowa State,Big 12,,,,,,,,,,39,,,,,,,10,,,,1,,,,,179,,,,17.9
4870611,Daylen Austin,DB,Oregon,Big Ten,,,,,,,,,,,,,,0,,0,,0,7,,0,1.5,10,,,,,,,
4870612,Zachariah Branch,WR,USC,Big Ten,,21.05.7,2,,,,1,,,46204215,1,513,,0,,0,047,0,1,,00010,0,1,,,1057450317,,8.5,,10.7
4870613,Jay Avery,WR,North Carolina A&T,CAA,,,,,,,1,,,27,1,,,,,,02,,,,0,,,,,46,,,,23.0
4870615,Neeo Avery,LB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,1,2,,,,,,,
4870616,Javious Bond,DB,East Carolina,American Athletic,,19.3,14,,,,1,,,2718,0,3,,,,,0,,,,01,,,,,5892,,6.6,,
4870617,Rueben Bain Jr.,DL,Miami,ACC,,,,,,,,,,,,,,0,,1,,3.5,13,,0,5.5,22,,,,,,,
4870619,Jalen Brown,WR,Florida State,ACC,,19.0,,,,,,,,1921,,1,,0,,0,8,0,1,,000,0,1,,,1975,,,,9.4
4870622,Drayk Bowen,LB,Notre Dame,FBS Independents,,,,,,,,,,,,,,2,,0,,1,27,,0,2,54,,,,,,,
4870623,Malik Bryant,LB,Miami,ACC,,,,,,,,,,,,,,0,,2,,1.5,5,,0,5.0,16,,,,,,,
4870625,Peyton Bowen,DB,Oklahoma,SEC,,8.2,,,,,2,,,24,1,24,,1,,1,0,0,15,,00,0.5,30,,,196,,,,
4870628,Jameian Buxton,DL,UTSA,American Athletic,,,,,,,,,,,,,,0,,0,,1,5,,0,1.5,16,,,,,,,
4870631,Derrick Bohler,WR,Stephen F. Austin,Southland,,,,,,,,,,8,,,,,,,2,,,,0,,,,,12,,,,6.0
4870634,Drake Carlson,DL,Purdue,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,4,,,,,,,
4870635,Anthony Brown,WR,Kentucky,SEC,,,7,,,,,,,2512,,,,,,,5,,,,20,,,,,7731,,4.4,,15.4
4870636,Pierce Clarkson,QB,Louisville,ACC,4,,4,3,,,,0,,9,,,0.750,,,,,,,,00,,,,,116,2.8,1.5,,
4870640,Jamarious Brown,DT,Ole Miss,SEC,,10.0,,,,,,1,,,,,,2,,2,,0.5,4,,00,2.5,18,,,10,,,,
4870642,Jeremiah Cobb,RB,Auburn,SEC,,23.6,29,,,,,,,661627,,18,,,,,6,,,,000,,,,,42545142,,4.9,,7.5
4870643,Vic Burley,DT,Clemson,ACC,,,,,,,,,,,,,,0,,0,,0,3,,0,0,6,,,,,,,
4870644,Dalton Brooks,S,Texas A&M,SEC,,18.0,,,,,,,,20,,2,,2,,3,,1,35,,00,5.5,52,,,36,,,,
4870645,Rickie Collins,QB,LSU,SEC,5,,4,5,,,,0,,11,,,1.000,,,,,,,,00,,,,,3518,7.0,4.5,,
4870647,Jayvant Brown,LB,Kentucky,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870649,Kaven Call,DL,UCF,Big 12,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
4870650,Damari Brown,DB,Miami,ACC,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
4870652,Marvin Burks Jr.,S,Missouri,SEC,,15.0-3.0,,,,,,1,,-3,,1,,2,,0,,0,29,,000,1.5,61,,,15-3,,,,
4870653,Kevin Concepcion,WR,NC State,ACC,1,9.0,19,1,,,3,0,,20429,1,5,1.000,0,,0,053,0,1,,00062,0,1,,,284545936,28.0,1.9,,8.7
4870654,Lewis Carter,LB,Oklahoma,SEC,,,,,,,0,,,,0,,,0,,0,1,0,16,,0,2,21,,,,,,,
4870656,Johntay Cook II,WR,Texas,SEC,,,,,,,,,,40,,,,,,,8,,,,2,,,,,137,,,,17.1
4870657,Micah Carter,DL,Louisville,ACC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870659,Tackett Curtis,LB,Wisconsin,Big Ten,,,,,,,,,,,,,,2,,0,,0,17,,0,1.5,27,,,,,,,
4870660,Jordan Castell,DB,Florida,SEC,,,,,,,,,,,,,,8,,0,,0,26,,0,0,52,,,,,,,
4870663,Jordan Church,OL,Florida Atlantic,American Athletic,,,,,,,0,,,,0,,,0,,0,1,1,1,,0,1,1,,,,,,,
4870664,Stanquan Clark,LB,Louisville,ACC,,0.04.0,,,,,,2,,4,,1,,1,,0,,0,42,,000,5.5,72,,,04,,,,
4870667,Kelby Collins,DL,Florida,SEC,,,,,,,,,,,,,,0,,0,,0.5,1,,0,0.5,7,,,,,,,
4870670,Markis Deal,DT,TCU,Big 12,,,,,,,0,,,,0,,,1,,1,1,1,8,,0,5.5,16,,,,,,,
4870671,Kaleb Cost,DB,North Carolina,ACC,,42.0,,,,,,2,,11,,,,4,,0,2,0.5,37,,110,2.5,54,,,8411,,,,5.5
4870673,Kodi Decambra,DB,UNLV,Mountain West,,,,,,,,,,,,,,0,,0,,0,4,,0,0,10,,,,,,,
4870681,Dion Crawford,LB,Buffalo,Mid-American,,,,,,,,,,,,,,2,,4,,7.5,23,,0,12.5,52,,,,,,,
4870682,Dee Crayton,LB,Clemson,ACC,,,,,,,,,,,,,,0,,0,,0,8,,0,0.5,18,,,,,,,
4870683,Ethan Davis,TE,Tennessee,SEC,,,,,,,,,,18,,,,,,,13,,,,2,,,,,100,,,,7.7
4870686,Ike Daniels,RB,Towson,CAA,,,18,,,,,,,1335,,,,,,,1,,,,02,,,,,1375,,4.2,,13.0
4870688,Wilky Denaud,DL,Florida Atlantic,American Athletic,,,,,,,,,,,,,,1,,1,,0,0,,0,0,4,,,,,,,
4870696,Malik Elzy,WR,Illinois,Big Ten,,,,,,,,,,34,,,,,,,3,,,,1,,,,,66,,,,22.0
4870698,Aaron Gates,DB,Florida,SEC,,30.0,,,,,0,1,,,0,,,3,,1,2,0,14,,00,4,27,,,30,,,,
4870699,Karmello English,WR,West Georgia,UAC,1,6.8,,0,0,0,1,0,,02171,1,15,00.000,,0,,040,,,,002,,,1,0,0102617,0.0,,,15.4
4870700,Sharif Denson,DB,Florida,SEC,,20.0,,,,,,1,,,,,,2,,1,,2,21,,00,4.5,35,,,20,,,,
4870704,Enow Etta,DL,Michigan,Big Ten,,,,,,,,,,,,,,1,,0,,0.5,1,,0,0.5,3,,,,,,,
4870706,Caleb Downs,S,Ohio State,Big Ten,,0.016.020.4,,,,,,1,,1679,,15,,3,,1,,0.5,33,,1001,6.5,61,,,016102,,,,
4870707,Keldric Faulk,DE,Auburn,SEC,,,,,,,0,,,,0,,,1,,7,1,7,30,,0,11,45,,,,,,,
4870708,Christian Gray,CB,Notre Dame,FBS Independents,,49.5,,,,,,2,,,,,,8,,0,,0,19,,11,2.5,26,,,99,,,,
4870709,Shamar Easter,TE,Arkansas,SEC,,,,,,,,,,16,,,,,,,1,,,,0,,,,,16,,,,16.0
4870710,Isaiah Hardge,WR,Colorado,Big 12,,43.017.0,2,,,,,,,4317395,,11,,0,,0,1,0,3,,00000,0,4,,,4317398,,4.0,,39.0
4870711,Amare Ferrell,DB,Indiana,Big Ten,,8.8,,,,,,4,,,,,,1,,1,,1,20,,00,2,42,,,35,,,,
4870712,Cameron Edge,QB,Maryland,Big Ten,8,,,5,,,,0,,,,,0.625,,,,,,,,1,,,,,67,8.4,,,
4870713,Rico Flores,WR,UCLA,Big Ten,,,,,,,,,,53,,,,,,,12,,,,1,,,,,187,,,,15.6
4870716,Gabe Harris,LB,Georgia,SEC,,,,,,,,,,,,,,0,,0,,2,8,,0,3.5,14,,,,,,,
4870718,Ahmere Foster,S,Marshall,Sun Belt,,18.0,,,,,,,,18,,1,,2,,0,,1,18,,00,1.5,37,,,18,,,,
4870721,A.J. Harris,CB,Penn State,Big Ten,,20.0,,,,,,1,,,,,,4,,0,,0,20,,00,3,32,,,20,,,,
4870723,Spencer Fano,OL,Utah,Big 12,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870724,Michael Harris,LB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,1,20,,0,2,34,,,,,,,
4870728,Kaden Feagin,RB,Illinois,Big Ten,,,67,,,,,,,1234,,,,0,,0,5,0,1,,003,0,2,,,37306,,4.6,,7.4
4870733,Cooper Flanagan,TE,Notre Dame,FBS Independents,,,,,,,,,,28,,,,,,,4,,,,2,,,,,55,,,,13.8
4870736,Mark Fletcher Jr.,RB,Miami,ACC,,,100,,,,2,,,2230,1,,,,,,09,,,,08,,,,,99545,,5.5,,11.0
4870737,Jordan Hall,LB,Michigan State,Big Ten,,,,,,,,,,,,,,2,,1,,0,13,,0,1,24,,,,,,,
4870738,Caleb Herring,DL,Tennessee,SEC,,,,,,,,,,,,,,0,,1,,0,2,,0,0,6,,,,,,,
4870739,Christian Hamilton,WR,North Carolina,ACC,,,,,,,1,,,58,1,,,,,,17,,,,1,,,,,159,,,,22.7
4870743,William Fowles,WR,App State,Sun Belt,,,,,,,,,,19,,,,,,,2,,,,0,,,,,29,,,,14.5
4870744,Martel Hight,CB,Vanderbilt,SEC,,1.516.2,,,,,1,2,,57,0,16,,4,,0,0,0,26,,101,2,31,,,3259,,,,
4870745,Nyck Harbor,WR,South Carolina,SEC,,20.0,1,,,,,,,20431,,1,,0,,0,22,0,2,,0030,0,2,,,203151,,1.0,,14.3
4870746,Jshawn Frausto-Ramos,DB,Stanford,ACC,,,,,,,0,,,,0,,,0,,0,1,2,14,,0,2,22,,,,,,,
4870747,Adam Hopkins,WR,Charlotte,American Athletic,,,,,,,,,,8,,,,,,,3,,,,0,,,,,8,,,,2.7
4870748,Andrew Harris,LB,UCF,Big 12,,,,,,,,,,,,,,0,,0,,0,5,,0,0.5,9,,,,,,,
4870751,Daniel Harris,DB,UAB,American Athletic,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870752,Conrad Hussey,DB,Florida State,ACC,,,,,,,,,,,,,,0,,0,,0,12,,0,0,17,,,,,,,
4870753,Daniel Harris,DB,Georgia,SEC,,,,,,,,,,,,,,3,,0,,0,15,,0,0.5,20,,,,,,,
4870754,Rodney Gallagher,WR,West Virginia,Big 12,,9.0,16,,,,,,,163310,,2,,1,,0,21,0,4,,0030,0,5,,,1822951,,3.2,,10.9
4870755,Mikal Harrison-Pilot,DB,Texas Tech,Big 12,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870756,Ja'Keem Jackson,CB,Florida,SEC,,,,,,,,,,,,,,1,,0,,0,2,,0,0,4,,,,,,,
4870757,Ahmad Haston,QB,Massachusetts,FBS Independents,9,,18,8,,,,0,,38,,,0.889,,,,,,,,01,,,,,39174,4.3,9.7,,
4870759,Ian Geffrard,DL,Arkansas,SEC,,,,,,,,,,,,,,0,,0,,0,4,,0,1.5,11,,,,,,,
4870760,Justice Haynes,RB,Alabama,SEC,,,79,,,,,,,1385,,,,,,,17,,,,07,,,,,99448,,5.7,,5.8
4870763,Grant Godfrey,LB,Kentucky,SEC,,,,,,,,,,,,,,0,,0,,0,3,,0,0,9,,,,,,,
4870765,Edwin Joseph,DB,Florida State,ACC,,12.0,,,,,,1,,,,,,1,,0,,1.5,7,,00,3.5,13,,,12,,,,
4870766,Dylan Gooden,LB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4870767,James Heard Jr.,LB,Syracuse,ACC,,8.0,,,,,,1,,,,,,0,,0,,0,2,,00,0.5,5,,,8,,,,
4870768,Jaden Greathouse,WR,Notre Dame,FBS Independents,,9.0,,,,,,,,942,,1,,,,,26,,,,01,,,,,9345,,,,13.3
4870769,Tre'Mon Henry,LB,Southern Miss,Sun Belt,,0.0,,,,,,,,0,,1,,0,,0,,0,4,,00,1.5,9,,,0,,,,
4870770,Nathaniel Joseph,WR,Miami,ACC,,7.3,,,,,,,,2036,,16,,,,,4,,,,00,,,,,11657,,,,14.3
4870772,Koby Keenum,OL,Kentucky,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4870778,Edric Hill,DL,Alabama,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,3,,,,,,,
4870779,Jordan Hall,DL,Georgia,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,4,,,,,,,
4870781,A.J. Hoffler,DL,Clemson,ACC,,,,,,,,,,,,,,0,,2,,0,5,,0,1,10,,,,,,,
